scale,CtreesHaloID,pid,mvir,rvir,rs,x,y,z,Mmvir_all,M200b,M200c,M500c,T/|U|,Halfmass_Scale,Acc_Rate_Inst,Acc_Rate_100Myr,Acc_Rate_1*Tdyn,Acc_Rate_2*Tdyn,Acc_Rate_Mpeak,c_vir,R200c,R500c,redshift,Ngal_Dsep_1,Ngal_Rvir,Ngal_R200c,Ngal_R500c,sigma,r_range,delta_sigma
0.4922,7486214334,-1,100200000000000.0,1.117411987,354.518005,775.42242,654.57037,527.43274,100200000000000.0,100310000000000.0,94225000000000.0,58798000000000.0,0.6693,0.4032,19570.0,19570.0,22070.0,40910.0,43810.0,0.0031519188623438,0.4792450094984725,0.2694447194770102,1.031694433157253,71,81,1,1,"[-2.15437332e+17 -2.15464678e+17 -2.15490141e+17 -2.15506713e+17
 -2.15528810e+17 -2.15535727e+17 -2.15553706e+17 -2.15556916e+17
 -2.15560297e+17 -2.15563201e+17 -2.15581645e+17 -2.15595173e+17
 -2.15598182e+17 -2.15599025e+17 -2.15600676e+17 -2.15598898e+17
 -2.15600645e+17 -2.15603009e+17 -2.15601251e+17 -2.15595686e+17]","[ 0.1117412   0.14067383  0.17709787  0.222953    0.2806812   0.3533567
  0.44484972  0.56003262  0.7050393   0.88759189  1.11741199  1.40673835
  1.77097865  2.22953003  2.80681201  3.53356696  4.44849724  5.60032623
  7.050393    8.87591891 11.17411987]","[ 1.19553816e+14  9.26876852e+13  7.45479166e+13  5.74930180e+13
  5.02174056e+13  3.60498286e+13  3.40894579e+13  2.35346262e+13
  1.69827338e+13  1.25474774e+13  1.95544498e+13  2.08735988e+13
  1.50690344e+13  1.00397580e+13  7.37609676e+12  3.53214831e+12
  3.33113884e+12  3.59335975e+12  1.15796307e+12 -2.78027999e+12]"
0.4922,7486298951,-1,107090000000000.0,1.142448975,275.69101,775.04517,643.76288,654.00769,107090000000000.0,107210000000000.0,101010000000000.0,65293000000000.0,0.687,0.3944,19630.0,19630.0,34010.0,36930.0,39630.0,0.0041439471493829,0.49031381446452,0.2765394726597365,1.031694433157253,87,102,1,1,"[-2.15436192e+17 -2.15496546e+17 -2.15524733e+17 -2.15545551e+17
 -2.15559902e+17 -2.15576885e+17 -2.15582427e+17 -2.15592885e+17
 -2.15595535e+17 -2.15596413e+17 -2.15598484e+17 -2.15605467e+17
 -2.15605004e+17 -2.15596711e+17 -2.15598974e+17 -2.15598967e+17
 -2.15600722e+17 -2.15603682e+17 -2.15601262e+17 -2.15600776e+17]","[ 0.1142449   0.1438258   0.18106596  0.22794854  0.28697021  0.36127409
  0.45481713  0.57258084  0.72083657  0.90747948  1.14244897  1.43825805
  1.8106596   2.27948539  2.86970208  3.61274087  4.54817129  5.72580841
  7.20836571  9.07479478 11.42448975]","[ 8.90459192e+13  9.42650139e+13  7.72618004e+13  6.18841780e+13
  4.81012115e+13  4.10653560e+13  2.94072445e+13  2.51534270e+13
  1.75426878e+13  1.16224588e+13  8.64056594e+12  9.85744365e+12
  5.92759012e+12 -1.49263243e+12  4.85929567e+11  3.02476868e+11
  1.29832561e+12  2.68695040e+12  1.68149267e+11 -2.00288411e+11]"
0.4922,7485704537,-1,173960000000000.0,1.342987061,302.076996,797.46466,620.97754,616.40436,174040000000000.0,174450000000000.0,157830000000000.0,112090000000000.0,0.7309,0.3453,74220.0,74220.0,47080.0,37220.0,37610.0,0.004445843539175,0.579090523326421,0.334020220403608,1.031694433157253,84,119,1,1,"[-2.15414230e+17 -2.15460992e+17 -2.15492416e+17 -2.15511129e+17
 -2.15528790e+17 -2.15542836e+17 -2.15564170e+17 -2.15578796e+17
 -2.15583061e+17 -2.15588484e+17 -2.15596185e+17 -2.15596897e+17
 -2.15602118e+17 -2.15609458e+17 -2.15608169e+17 -2.15606597e+17
 -2.15606023e+17 -2.15605711e+17 -2.15606388e+17 -2.15609487e+17]","[ 0.13429871  0.16907205  0.21284911  0.26796115  0.3373431   0.4246898
  0.53465278  0.67308797  0.84736755  1.06677254  1.34298706  1.69072054
  2.12849105  2.67961147  3.37343098  4.24689798  5.34652779  6.7308797
  8.4736755  10.66772541 13.42987061]","[9.51923293e+13 8.95669144e+13 7.63405804e+13 5.99744631e+13
 4.89845002e+13 3.97694571e+13 3.85541204e+13 3.35544175e+13
 2.38620448e+13 1.84776117e+13 1.65178234e+13 1.08715267e+13
 1.01532877e+13 1.10379396e+13 6.15079481e+12 2.88911640e+12
 1.46058386e+12 7.24577104e+11 8.84367774e+11 2.51383468e+12]"
0.4922,7476359295,-1,118040000000000.0,1.180128052,141.901001,728.38611,684.75153,697.37482,118260000000000.0,118130000000000.0,113190000000000.0,92924000000000.0,0.7529,0.4605,35420.0,35420.0,76560.0,40070.0,44580.0,0.008316559035408,0.5069757115055653,0.2872520294001254,1.031694433157253,69,81,1,1,"[-2.15285673e+17 -2.15381048e+17 -2.15442003e+17 -2.15501130e+17
 -2.15533504e+17 -2.15559846e+17 -2.15581461e+17 -2.15594420e+17
 -2.15597919e+17 -2.15600856e+17 -2.15600760e+17 -2.15599863e+17
 -2.15607747e+17 -2.15606388e+17 -2.15604119e+17 -2.15599029e+17
 -2.15597862e+17 -2.15602111e+17 -2.15604435e+17 -2.15604134e+17]","[ 0.11801281  0.14856932  0.18703769  0.2354665   0.29643476  0.37318926
  0.46981744  0.59146511  0.74461046  0.93740903  1.18012805  1.48569319
  1.87037692  2.35466503  2.96434764  3.73189257  4.6981744   5.91465114
  7.44610462  9.37409032 11.80128052]","[ 1.10514661e+14  1.29907780e+14  1.20426232e+14  1.13290521e+14
  9.19078557e+13  7.46103752e+13  6.07145645e+13  4.64846733e+13
  3.15377498e+13  2.17518253e+13  1.36638456e+13  8.05517073e+12
  1.00569405e+13  5.48853745e+12  2.03122697e+12 -1.93000054e+12
 -1.95377760e+12  1.44764833e+12  2.37997401e+12  1.31204512e+12]"
0.4922,7485740971,-1,118340000000000.0,1.181156006,267.556,780.79517,620.64624,683.79614,118370000000000.0,118570000000000.0,103640000000000.0,73750000000000.0,0.6689,0.3377,73930.0,73930.0,29460.0,18230.0,17110.0,0.0044146122905111,0.5074179130604968,0.2875378208634201,1.031694433157253,40,60,1,1,"[-2.15339718e+17 -2.15391875e+17 -2.15447260e+17 -2.15488547e+17
 -2.15515178e+17 -2.15548776e+17 -2.15570826e+17 -2.15583075e+17
 -2.15594502e+17 -2.15598835e+17 -2.15601584e+17 -2.15600574e+17
 -2.15604764e+17 -2.15606072e+17 -2.15602013e+17 -2.15603954e+17
 -2.15604869e+17 -2.15604422e+17 -2.15604957e+17 -2.15606194e+17]","[ 0.1181156   0.14869873  0.18720061  0.23567161  0.29669297  0.37351433
  0.47022668  0.59198031  0.74525906  0.93822557  1.18115601  1.48698731
  1.87200611  2.35671607  2.96692974  3.73514325  4.70226676  5.91980311
  7.45259057  9.38225565 11.81156006]","[7.40505798e+13 7.96316495e+13 8.51898815e+13 7.98012057e+13
 6.71541046e+13 6.35707023e+13 5.40224383e+13 4.18147285e+13
 3.35933410e+13 2.39298465e+13 1.68332531e+13 9.98377589e+12
 8.94313192e+12 6.46815906e+12 1.51953119e+12 2.18381928e+12
 1.95543367e+12 9.51630881e+11 9.37624833e+11 1.37254423e+12]"
0.4922,7486328686,-1,106770000000000.0,1.141328979,486.296997,753.66229,659.78839,725.77405,106910000000000.0,106940000000000.0,97740000000000.0,48456000000000.0,0.7856,0.4309,139000.0,139000.0,58290.0,41600.0,43340.0,0.002346979286405,0.4898105572946606,0.2762171427694704,1.031694433157253,76,89,2,1,"[-2.15366622e+17 -2.15434370e+17 -2.15475940e+17 -2.15508244e+17
 -2.15540307e+17 -2.15557138e+17 -2.15565051e+17 -2.15571560e+17
 -2.15574468e+17 -2.15592366e+17 -2.15600800e+17 -2.15605961e+17
 -2.15602888e+17 -2.15602483e+17 -2.15603959e+17 -2.15606257e+17
 -2.15602328e+17 -2.15602950e+17 -2.15605901e+17 -2.15608335e+17]","[ 0.1141329   0.14368481  0.18088845  0.22772507  0.28668888  0.36091991
  0.45437125  0.57201951  0.7201299   0.90658983  1.14132898  1.43684805
  1.80888453  2.2772507   2.86688878  3.60919913  4.54371251  5.72019514
  7.20129902  9.06589833 11.41328979]","[1.11248773e+14 1.12939198e+14 9.74885152e+13 8.18939121e+13
 7.19017093e+13 5.59866277e+13 4.03178425e+13 2.95460501e+13
 2.04768673e+13 2.42125484e+13 2.05986249e+13 1.62535859e+13
 8.31597869e+12 4.99194559e+12 4.08090804e+12 4.02453308e+12
 6.07318170e+10 4.30447548e+11 2.13386535e+12 2.88161962e+12]"
0.4922,7486444629,-1,132100000000000.0,1.22525,298.406006,778.38574,645.26324,894.9726,132140000000000.0,132320000000000.0,121450000000000.0,79787000000000.0,0.6735,0.3609,29070.0,29070.0,30300.0,33930.0,32520.0,0.0041059830411054,0.5269350359243605,0.3001337481480717,1.031694433157253,81,114,1,1,"[-2.15388409e+17 -2.15428533e+17 -2.15465632e+17 -2.15509854e+17
 -2.15531710e+17 -2.15550338e+17 -2.15569293e+17 -2.15580748e+17
 -2.15588230e+17 -2.15596147e+17 -2.15600809e+17 -2.15602608e+17
 -2.15606239e+17 -2.15605182e+17 -2.15607980e+17 -2.15607819e+17
 -2.15609368e+17 -2.15610023e+17 -2.15610456e+17 -2.15605010e+17]","[ 0.122525    0.15424984  0.19418904  0.24446952  0.30776889  0.38745807
  0.48778081  0.61407966  0.77308049  0.97325067  1.22525     1.54249836
  1.94189038  2.44469515  3.07768885  3.8745807   4.87780811  6.14079658
  7.73080486  9.7325067  12.2525    ]","[ 9.34783311e+13  8.42977687e+13  7.65959331e+13  7.62312840e+13
  6.18889204e+13  5.08022221e+13  4.40139429e+13  3.49987326e+13
  2.68034466e+13  2.19072465e+13  1.67642555e+13  1.17125020e+13
  9.68075215e+12  5.44159462e+12  5.19890893e+12  3.17849560e+12
  2.98262574e+12  2.29548342e+12  1.72144866e+12 -2.34981376e+12]"
0.4922,7486376344,-1,110260000000000.0,1.153629028,192.311996,796.1557,655.55865,818.71973,110290000000000.0,110430000000000.0,103730000000000.0,78156000000000.0,0.6908,0.3377,34960.0,34960.0,9123.0,19120.0,14110.0,0.0059987366986716,0.4952490232152337,0.2797091040243014,1.031694433157253,63,77,1,1,"[-2.15362015e+17 -2.15417819e+17 -2.15458405e+17 -2.15486825e+17
 -2.15521507e+17 -2.15555813e+17 -2.15581841e+17 -2.15594874e+17
 -2.15601282e+17 -2.15601508e+17 -2.15604161e+17 -2.15609360e+17
 -2.15605750e+17 -2.15606796e+17 -2.15610937e+17 -2.15609357e+17
 -2.15607143e+17 -2.15607219e+17 -2.15605861e+17 -2.15607283e+17]","[ 0.1153629   0.14523329  0.18283788  0.23017925  0.28977851  0.36480953
  0.45926799  0.57818414  0.72789071  0.91636011  1.15362903  1.4523329
  1.82837879  2.30179253  2.8977851   3.6480953   4.59267988  5.78184141
  7.27890708  9.16360109 11.53629028]","[ 7.38979553e+13  8.18366676e+13  7.72435508e+13  6.66689000e+13
  6.39481725e+13  6.19943755e+13  5.55382114e+13  4.32654754e+13
  3.13420625e+13  1.99181251e+13  1.42414087e+13  1.22661682e+13
  5.46123895e+12  4.10622145e+12  5.20360849e+12  2.28593414e+12
  4.54347671e+10  7.67782458e+10 -8.08712239e+11  3.87353391e+11]"
0.4922,7475887598,-1,125810000000000.0,1.2054730219999998,304.145996,728.34442,602.68347,922.02765,125810000000000.0,126040000000000.0,116100000000000.0,73971000000000.0,0.6772,0.3857,55220.0,55220.0,39830.0,42510.0,38100.0,0.0039634683272305,0.5181884994443571,0.2944821770322056,1.031694433157253,76,95,1,1,"[-2.15424525e+17 -2.15439231e+17 -2.15471220e+17 -2.15490737e+17
 -2.15531703e+17 -2.15555456e+17 -2.15572663e+17 -2.15577735e+17
 -2.15582083e+17 -2.15587293e+17 -2.15596004e+17 -2.15596561e+17
 -2.15604556e+17 -2.15605865e+17 -2.15606603e+17 -2.15605233e+17
 -2.15604786e+17 -2.15605928e+17 -2.15604217e+17 -2.15603950e+17]","[ 0.1205473   0.15176006  0.1910546   0.24052349  0.30280113  0.38120404
  0.47990745  0.60416769  0.76060206  0.95754126  1.20547302  1.51760062
  1.91054599  2.40523489  3.02801133  3.81204041  4.79907454  6.04167689
  7.60602057  9.57541258 12.05473022]","[ 9.11766156e+13  6.68077242e+13  6.23359963e+13  5.16461813e+13
  5.84341255e+13  5.18569024e+13  4.35759389e+13  3.06952046e+13
  2.21106391e+13  1.72378159e+13  1.63728417e+13  1.06818989e+13
  1.17845440e+13  8.26160316e+12  5.67810666e+12  2.71818253e+12
  1.43316591e+12  1.62463735e+12 -5.47505857e+10 -2.02890652e+11]"
0.4922,7486446409,-1,100130000000000.0,1.117137939,338.59201,772.94238,669.51056,929.42706,100130000000000.0,100370000000000.0,90353000000000.0,59414000000000.0,0.6662,0.3944,-5265.0,-5265.0,12940.0,40340.0,34950.0,0.0032993629678384,0.4791298336973587,0.2693705246532835,1.031694433157253,71,81,1,1,"[-2.15398510e+17 -2.15450512e+17 -2.15485102e+17 -2.15521154e+17
 -2.15538843e+17 -2.15567702e+17 -2.15577886e+17 -2.15589951e+17
 -2.15599607e+17 -2.15599952e+17 -2.15605616e+17 -2.15611954e+17
 -2.15612510e+17 -2.15612691e+17 -2.15613550e+17 -2.15614093e+17
 -2.15612082e+17 -2.15611791e+17 -2.15605258e+17 -2.15605712e+17]","[ 0.11171379  0.14063933  0.17705443  0.22289832  0.28061236  0.35327003
  0.44474062  0.55989527  0.70486639  0.88737421  1.11713794  1.40639334
  1.77054431  2.22898323  2.80612363  3.53270035  4.44740624  5.59895273
  7.04866387  8.87374207 11.17137939]","[ 5.49759754e+13  6.74983743e+13  6.44135365e+13  6.33893216e+13
  5.11572553e+13  5.04866244e+13  3.82808928e+13  3.17660692e+13
  2.61355076e+13  1.67079911e+13  1.41155849e+13  1.29052696e+13
  8.49350329e+12  5.47379594e+12  3.99534509e+12  2.86357670e+12
  5.38166961e+11  1.55952333e+11 -4.02370417e+12 -2.25254609e+12]"
0.4922,7487162224,-1,177870000000000.0,1.352984985,322.252014,739.14374,744.26208,34.07834,177960000000000.0,178020000000000.0,170130000000000.0,122150000000000.0,0.6884,0.4032,31300.0,31300.0,67870.0,69500.0,74520.0,0.0041985307343959,0.5835183657802016,0.3369113166652139,1.031694433157253,85,124,1,1,"[-2.15389405e+17 -2.15433177e+17 -2.15464169e+17 -2.15480473e+17
 -2.15503236e+17 -2.15543634e+17 -2.15566032e+17 -2.15583584e+17
 -2.15596121e+17 -2.15603989e+17 -2.15606288e+17 -2.15607664e+17
 -2.15604328e+17 -2.15604474e+17 -2.15603689e+17 -2.15603485e+17
 -2.15603270e+17 -2.15604870e+17 -2.15606760e+17 -2.15609754e+17]","[ 0.1352985   0.17033072  0.21443367  0.269956    0.33985446  0.42785142
  0.53863302  0.6780988   0.85367581  1.07471417  1.35298498  1.70330718
  2.14433669  2.69955995  3.39854463  4.27851419  5.38633024  6.78098802
  8.53675813 10.74714175 13.52984985]","[1.06057141e+14 9.45356836e+13 7.92026437e+13 6.02602992e+13
 5.23841878e+13 5.85418319e+13 5.10692525e+13 4.32973410e+13
 3.52291299e+13 2.71921140e+13 1.86076720e+13 1.26088751e+13
 5.85126827e+12 3.78365617e+12 1.89231348e+12 1.06501102e+12
 5.36609017e+11 1.34759768e+12 2.04317146e+12 3.17820085e+12]"
0.4922,7487145479,-1,166950000000000.0,1.324702026,183.382996,751.04968,754.64508,23.17525,167270000000000.0,167230000000000.0,156940000000000.0,126530000000000.0,0.7625,0.369,53450.0,53450.0,59860.0,45630.0,46380.0,0.0072236906086974,0.5709847227692518,0.3287337101701612,1.031694433157253,79,111,1,1,"[-2.15346271e+17 -2.15405290e+17 -2.15444389e+17 -2.15461398e+17
 -2.15516896e+17 -2.15546782e+17 -2.15577450e+17 -2.15590957e+17
 -2.15595543e+17 -2.15591254e+17 -2.15605106e+17 -2.15600317e+17
 -2.15594255e+17 -2.15592311e+17 -2.15605755e+17 -2.15611494e+17
 -2.15610880e+17 -2.15610576e+17 -2.15611071e+17 -2.15607535e+17]","[ 0.1324702   0.1667701   0.20995112  0.2643128   0.3327501   0.41890756
  0.52737338  0.66392374  0.83583047  1.05224822  1.32470203  1.66770104
  2.09951122  2.64312803  3.32750104  4.18907562  5.27373375  6.63923744
  8.35830473 10.52248222 13.24702026]","[ 1.36993044e+14  1.23674817e+14  1.02703512e+14  7.55336252e+13
  8.26753150e+13  7.10214695e+13  6.41614291e+13  4.90058859e+13
  3.38142495e+13  1.86287363e+13  2.04939863e+13  9.90930734e+12
  2.42781238e+12  3.05034593e+11  8.67523088e+12  9.09452022e+12
  5.35053450e+12  3.18427638e+12  2.32190760e+12 -7.66231233e+11]"
0.4922,7486564138,-1,158280000000000.0,1.301354004,299.894989,786.38489,716.92761,66.04478,158400000000000.0,158460000000000.0,149250000000000.0,111520000000000.0,0.8488,0.4215,5093.0,5093.0,81840.0,66040.0,64520.0,0.004339365617076,0.5606417562864677,0.3219981257905515,1.031694433157253,69,109,1,1,"[-2.15439523e+17 -2.15487937e+17 -2.15507873e+17 -2.15512298e+17
 -2.15525987e+17 -2.15533203e+17 -2.15562944e+17 -2.15579594e+17
 -2.15586525e+17 -2.15598499e+17 -2.15602320e+17 -2.15601345e+17
 -2.15604454e+17 -2.15602901e+17 -2.15601041e+17 -2.15603105e+17
 -2.15601742e+17 -2.15603250e+17 -2.15605683e+17 -2.15607007e+17]","[ 0.1301354   0.16383076  0.20625071  0.25965426  0.32688535  0.41152427
  0.51807836  0.65222201  0.82109887  1.03370223  1.301354    1.63830763
  2.0625071   2.5965426   3.26885347  4.11524269  5.1807836   6.52222013
  8.21098867 10.33702229 13.01354004]","[7.49484171e+13 7.78365876e+13 6.16901251e+13 4.17158768e+13
 3.49582239e+13 2.66102737e+13 3.55550737e+13 3.29389564e+13
 2.51562226e+13 2.34279060e+13 1.71926800e+13 1.02325393e+13
 8.41840155e+12 4.33136820e+12 1.55946365e+12 2.28645696e+12
 5.82271685e+11 1.31923976e+12 2.36763417e+12 2.32894677e+12]"
0.4922,7486644887,-1,131260000000000.0,1.2226469729999998,452.286011,750.26593,713.76715,219.50447,131260000000000.0,131400000000000.0,123060000000000.0,68275000000000.0,0.7075,0.4032,44580.0,44580.0,41770.0,43290.0,46580.0,0.0027032606431862,0.5257831446629806,0.2993889409184518,1.031694433157253,65,90,1,1,"[-2.15342944e+17 -2.15377147e+17 -2.15406638e+17 -2.15441988e+17
 -2.15485908e+17 -2.15516960e+17 -2.15540148e+17 -2.15563885e+17
 -2.15584241e+17 -2.15600569e+17 -2.15607047e+17 -2.15607893e+17
 -2.15606908e+17 -2.15604096e+17 -2.15594176e+17 -2.15598072e+17
 -2.15603669e+17 -2.15607998e+17 -2.15605809e+17 -2.15608107e+17]","[ 0.1222647   0.15392213  0.19377649  0.24395014  0.30711503  0.38663492
  0.48674453  0.61277505  0.77143809  0.97118301  1.22264697  1.53922134
  1.93776486  2.43950143  3.07115034  3.86634921  4.86744527  6.12775054
  7.71438087  9.71183012 12.22646973]","[ 5.01028169e+13  5.31934033e+13  5.21698424e+13  5.52215727e+13
  6.25542509e+13  5.90613813e+13  5.18959202e+13  4.77209436e+13
  4.29535920e+13  3.74041319e+13  2.76880226e+13  1.80035764e+13
  1.07381190e+13  5.00125447e+12 -3.10393861e+12  4.99836223e+11
  3.84672896e+12  5.15890311e+12  1.87374806e+12  2.63249828e+12]"
0.4922,7486639841,-1,115400000000000.0,1.171291992,388.128998,787.06232,729.76636,205.10484,115600000000000.0,115530000000000.0,109930000000000.0,68102000000000.0,0.6568,0.4032,32850.0,32850.0,39990.0,46330.0,50880.0,0.0030177904718162,0.5030555781658613,0.2847291381363707,1.031694433157253,72,86,1,1,"[-2.15453399e+17 -2.15471258e+17 -2.15477943e+17 -2.15500937e+17
 -2.15540556e+17 -2.15559487e+17 -2.15573302e+17 -2.15581711e+17
 -2.15594693e+17 -2.15603222e+17 -2.15607779e+17 -2.15608643e+17
 -2.15604753e+17 -2.15602648e+17 -2.15598422e+17 -2.15603801e+17
 -2.15608097e+17 -2.15608408e+17 -2.15607396e+17 -2.15609679e+17]","[ 0.1171292   0.14745693  0.18563727  0.23370348  0.29421525  0.37039505
  0.46629974  0.58703659  0.73903528  0.9303903   1.17129199  1.47456925
  1.8563727   2.33703477  2.94215246  3.7039505   4.66299741  5.87036593
  7.39035285  9.303903   11.71291992]","[ 6.12538541e+13  4.99169139e+13  3.57133204e+13  3.70416514e+13
  4.83698385e+13  4.24640151e+13  3.55097845e+13  2.77106220e+13
  2.56750926e+13  2.15818409e+13  1.64922782e+13  1.09510534e+13
  4.45540161e+12  1.48282884e+12 -1.73061782e+12  2.30186952e+12
  4.16298290e+12  2.82306433e+12  1.14218837e+12  2.16143759e+12]"
0.4922,7487454863,-1,151090000000000.0,1.281355957,248.085999,797.36578,762.17468,502.41791,151140000000000.0,151250000000000.0,143740000000000.0,107330000000000.0,0.7089,0.3944,29700.0,29700.0,49920.0,48180.0,48890.0,0.0051649668347466,0.5517766902297836,0.3162351299057041,1.031694433157253,83,124,1,1,"[-2.15384246e+17 -2.15434598e+17 -2.15456169e+17 -2.15485642e+17
 -2.15495673e+17 -2.15503072e+17 -2.15530629e+17 -2.15552269e+17
 -2.15562129e+17 -2.15567652e+17 -2.15578353e+17 -2.15588421e+17
 -2.15593156e+17 -2.15592840e+17 -2.15595483e+17 -2.15599103e+17
 -2.15600882e+17 -2.15603701e+17 -2.15607011e+17 -2.15607844e+17]","[ 0.1281356   0.16131316  0.20308123  0.25566413  0.32186206  0.40520033
  0.51011699  0.64219925  0.80848095  1.01781722  1.28135596  1.61313158
  2.03081233  2.55664125  3.21862064  4.05200332  5.10116995  6.42199247
  8.08480952 10.17817215 12.81355957]","[7.73885870e+13 8.05992261e+13 6.44646661e+13 5.92711145e+13
 4.37265206e+13 3.22578804e+13 3.77410442e+13 3.74667240e+13
 2.98609280e+13 2.23255611e+13 2.08388721e+13 1.95009063e+13
 1.52916819e+13 9.44893078e+12 7.62957429e+12 7.09796250e+12
 5.60082741e+12 5.31278367e+12 5.44052985e+12 3.95808939e+12]"
0.4922,7487462993,-1,112250000000000.0,1.160524048,429.506012,771.24823,742.62512,546.67035,112300000000000.0,112490000000000.0,103730000000000.0,63587000000000.0,0.6594,0.3857,-14020.0,-14020.0,11620.0,37690.0,30030.0,0.0027019972144185,0.4982992498758155,0.2816693300878381,1.031694433157253,65,82,1,1,"[-2.15423113e+17 -2.15450412e+17 -2.15472693e+17 -2.15511432e+17
 -2.15535954e+17 -2.15558302e+17 -2.15575846e+17 -2.15578154e+17
 -2.15581395e+17 -2.15579856e+17 -2.15594553e+17 -2.15600507e+17
 -2.15602367e+17 -2.15606878e+17 -2.15603663e+17 -2.15601830e+17
 -2.15604189e+17 -2.15606388e+17 -2.15605105e+17 -2.15611385e+17]","[ 0.1160524   0.14610132  0.18393067  0.23155499  0.29151046  0.36698993
  0.46201295  0.58163984  0.73224117  0.92183702  1.16052405  1.46101322
  1.83930666  2.3155499   2.91510461  3.66989927  4.62012945  5.81639837
  7.32241172  9.21837018 11.60524048]","[1.28102381e+14 9.80519688e+13 7.59250852e+13 7.23478140e+13
 6.11208162e+13 5.26650351e+13 4.42995151e+13 2.94068663e+13
 2.05993025e+13 1.20268258e+13 1.68610412e+13 1.43958571e+13
 1.02561670e+13 9.31743905e+12 3.85078560e+12 1.27315610e+12
 2.29171005e+12 2.83358269e+12 9.77877374e+11 4.57959588e+12]"
0.4922,7487493833,-1,114910000000000.0,1.169630005,242.692001,768.27802,798.85565,549.59943,114940000000000.0,115030000000000.0,109060000000000.0,80842000000000.0,0.7099,0.4032,31640.0,31640.0,44500.0,44130.0,43800.0,0.0048194007226468,0.502321384176221,0.2842566232583577,1.031694433157253,65,79,1,1,"[-2.15438492e+17 -2.15459060e+17 -2.15490584e+17 -2.15509106e+17
 -2.15529164e+17 -2.15553144e+17 -2.15572727e+17 -2.15585566e+17
 -2.15589729e+17 -2.15593432e+17 -2.15600166e+17 -2.15605645e+17
 -2.15603990e+17 -2.15605049e+17 -2.15605490e+17 -2.15606775e+17
 -2.15607156e+17 -2.15605890e+17 -2.15606770e+17 -2.15608042e+17]","[ 0.116963    0.14724769  0.18537386  0.23337187  0.29379777  0.36986948
  0.46563809  0.58620363  0.73798664  0.92907014  1.16963     1.47247694
  1.85373863  2.33371867  2.93797774  3.69869484  4.65638092  5.86203627
  7.37986642  9.29070137 11.69630005]","[5.12571371e+13 4.53188232e+13 4.84842685e+13 4.22781351e+13
 3.93314398e+13 3.99468660e+13 3.75611380e+13 3.17999322e+13
 2.26910934e+13 1.66534943e+13 1.47568154e+13 1.27679377e+13
 7.01175073e+12 5.09209910e+12 3.49134585e+12 3.01340189e+12
 2.14181487e+12 5.52555440e+11 9.04217725e+11 1.37270237e+12]"
0.4922,7486833827,-1,123920000000000.0,1.1994320070000002,311.145996,782.65149,714.87769,562.87842,123950000000000.0,124080000000000.0,117210000000000.0,80363000000000.0,0.7098,0.3773,10190.0,10190.0,19470.0,38070.0,30970.0,0.0038548849171113,0.515504455849123,0.2927508290714617,1.031694433157253,51,59,1,1,"[-2.15443956e+17 -2.15465196e+17 -2.15490340e+17 -2.15512799e+17
 -2.15531214e+17 -2.15546890e+17 -2.15571740e+17 -2.15583630e+17
 -2.15592841e+17 -2.15603517e+17 -2.15606031e+17 -2.15608485e+17
 -2.15605522e+17 -2.15608493e+17 -2.15608653e+17 -2.15608823e+17
 -2.15609870e+17 -2.15607562e+17 -2.15609290e+17 -2.15610817e+17]","[ 0.1199432   0.15099954  0.19009716  0.23931815  0.3012837   0.3792937
  0.47750248  0.60114001  0.75679043  0.95274271  1.19943201  1.50999543
  1.90097162  2.39318148  3.01283698  3.79293704  4.77502483  6.0114001
  7.56790434  9.52742709 11.99432007]","[ 3.99849588e+13  3.86301968e+13  4.02388625e+13  3.95597229e+13
  3.65794151e+13  3.29708861e+13  3.64827618e+13  3.05209416e+13
  2.50688874e+13  2.25535325e+13  1.58169200e+13  1.15279071e+13
  5.40439410e+12  5.28417522e+12  3.43495836e+12  2.27457692e+12
  2.09598616e+12 -1.33789837e+11  1.00566360e+12  1.59849240e+12]"
0.4922,7487533887,-1,100000000000000.0,1.116678955,376.040009,784.57654,782.17706,606.39044,100010000000000.0,100160000000000.0,93256000000000.0,55891000000000.0,0.6958,0.3944,21050.0,21050.0,26040.0,33400.0,34810.0,0.0029695748544671,0.4789164462583685,0.2692347476887851,1.031694433157253,62,71,1,1,"[-2.15474502e+17 -2.15490968e+17 -2.15523150e+17 -2.15532933e+17
 -2.15550833e+17 -2.15569282e+17 -2.15578786e+17 -2.15582220e+17
 -2.15586554e+17 -2.15593546e+17 -2.15605204e+17 -2.15604324e+17
 -2.15604125e+17 -2.15605996e+17 -2.15606721e+17 -2.15603139e+17
 -2.15603561e+17 -2.15605263e+17 -2.15607369e+17 -2.15608095e+17]","[ 0.1116679   0.14058155  0.17698169  0.22280674  0.28049707  0.35312489
  0.4445579   0.55966524  0.70457679  0.88700962  1.11667896  1.40581551
  1.76981687  2.22806744  2.80497072  3.53124891  4.44557899  5.59665236
  7.04576788  8.87009623 11.16678955]","[ 5.77667794e+13  4.68380259e+13  4.98580681e+13  3.76310854e+13
  3.50380734e+13  3.37479246e+13  2.72901152e+13  1.93855330e+13
  1.49660450e+13  1.38544526e+13  1.60974949e+13  9.60110600e+12
  5.93264936e+12  4.92399083e+12  3.56397387e+12 -1.11813017e+10
  2.58791799e+11  1.23747831e+12  2.10941780e+12  1.78940270e+12]"
