scale,CtreesHaloID,pid,mvir,rvir,rs,x,y,z,Mmvir_all,M200b,M200c,M500c,T/|U|,Halfmass_Scale,Acc_Rate_Inst,Acc_Rate_100Myr,Acc_Rate_1*Tdyn,Acc_Rate_2*Tdyn,Acc_Rate_Mpeak,c_vir,R200c,R500c,redshift,Ngal_Dsep_1,Ngal_Rvir,Ngal_R200c,Ngal_R500c
0.4922,7480097090,-1,66654000000000.0,0.975434998,367.460999,732.38525,48.88075,677.55615,66875000000000.0,66831000000000.0,59117000000000.0,36961000000000.0,0.6577,0.316,6953.0,6953.0,9932.0,15300.0,16510.0,2.6545266046043,0.4165996299962305,0.2296507958513595,1.031694433157253,55.0,55.0,5.0,1.0
0.4922,7480725374,-1,70957000000000.0,0.995994019,218.246994,786.98303,88.6997,663.66882,70957000000000.0,71114000000000.0,65577000000000.0,45677000000000.0,0.6842,0.353,13990.0,13990.0,10540.0,12410.0,10580.0,4.5636093342939,0.4256578918872649,0.2353638587779896,1.031694433157253,70.0,70.0,13.0,6.0
0.4922,7470074880,-1,61491000000000.0,0.949573975,309.518005,708.75879,43.49735,667.90454,61491000000000.0,61562000000000.0,57743000000000.0,33125000000000.0,0.6743,0.3944,1350.0,1350.0,9922.0,20350.0,21000.0,3.0679119135573,0.4052069229036155,0.2224873624717601,1.031694433157253,39.0,39.0,13.0,4.0
0.4922,7480062193,-1,68443000000000.0,0.9840900269999998,136.945999,754.73425,44.98832,626.66943,68457000000000.0,68502000000000.0,65710000000000.0,51419000000000.0,0.685,0.3023,7050.0,7050.0,9538.0,8446.0,7135.0,7.1859713623323,0.4204112096711677,0.2320530493096646,1.031694433157253,38.0,38.0,8.0,1.0
0.4922,7470711764,-1,65928000000000.0,0.971882996,356.941986,704.8576,84.98179,669.40424,65928000000000.0,66017000000000.0,61217000000000.0,34889000000000.0,0.6977,0.4032,4515.0,4515.0,14230.0,23550.0,24210.0,2.7228038003912003,0.4150336595820658,0.228664771608009,1.031694433157253,71.0,71.0,14.0,5.0
0.4922,7480056136,-1,51998000000000.0,0.897953979,189.106003,782.57751,6.90798,621.24994,51998000000000.0,52044000000000.0,50279000000000.0,37424000000000.0,0.6496,0.4032,15340.0,15340.0,17970.0,17000.0,18410.0,4.7484160457878,0.382491484099466,0.2082802556258242,1.031694433157253,41.0,41.0,8.0,2.0
0.4922,7470712143,-1,60745000000000.0,0.945715027,149.539993,724.40363,89.94105,690.50684,60745000000000.0,60825000000000.0,57073000000000.0,42877000000000.0,0.6495,0.3231,7765.0,7765.0,7665.0,4691.0,3971.0,6.324161236251999,0.4035092025986927,0.2214218690471671,1.031694433157253,40.0,40.0,3.0,1.0
0.4922,7480681191,-1,75891000000000.0,1.018560974,312.507996,764.06433,78.23777,623.37878,75989000000000.0,76040000000000.0,67920000000000.0,45116000000000.0,0.6754,0.369,6666.0,6666.0,15650.0,19690.0,20510.0,3.2593117201391,0.4356090563997579,0.241656694319156,1.031694433157253,71.0,71.0,10.0,4.0
0.4922,7480062675,-1,59349000000000.0,0.938416992,178.457993,744.79034,8.27102,622.07117,59403000000000.0,59385000000000.0,57821000000000.0,44024000000000.0,0.7239,0.4406,19400.0,19400.0,37640.0,29270.0,31170.0,5.2584755449984,0.4002950579682538,0.2194065133825433,1.031694433157253,42.0,41.0,18.0,7.0
0.4922,7470661793,-1,52825000000000.0,0.902685974,148.977005,730.19025,91.50223,661.72589,52825000000000.0,52882000000000.0,50585000000000.0,37695000000000.0,0.7158,0.4215,16380.0,16380.0,23180.0,17750.0,19360.0,6.059230241606699,0.384574017147511,0.2095782413516023,1.031694433157253,48.0,48.0,13.0,5.0
0.4922,7470710140,-1,59798000000000.0,0.940776001,198.807999,708.15924,70.59895,667.0564,59834000000000.0,59843000000000.0,57168000000000.0,41334000000000.0,0.6772,0.4032,9259.0,9259.0,17850.0,21790.0,22870.0,4.732083244799401,0.4013342089190237,0.2200578474017477,1.031694433157253,42.0,42.0,11.0,3.0
0.4922,7480093132,-1,78856000000000.0,1.031659058,250.378006,758.2749,60.58796,675.9953,78856000000000.0,78914000000000.0,75040000000000.0,52751000000000.0,0.7312,0.4215,33230.0,33230.0,35810.0,34300.0,35050.0,4.1204060791186,0.4413851668280402,0.24531735109721,1.031694433157253,51.0,51.0,12.0,8.0
0.4922,7480133209,-1,84568000000000.0,1.055989014,252.093002,790.40692,3.45776,744.72925,84571000000000.0,84734000000000.0,76756000000000.0,53975000000000.0,0.7222,0.3231,22480.0,22480.0,23800.0,12030.0,13880.0,4.1888866633433,0.4521209520655042,0.2521358908298669,1.031694433157253,57.0,63.0,8.0,1.0
0.4922,7480170850,-1,59828000000000.0,0.940932983,160.397995,789.51947,47.08839,790.22205,59828000000000.0,59911000000000.0,55283000000000.0,42456000000000.0,0.6851,0.3377,8778.0,8778.0,5060.0,8594.0,7080.0,5.8662390574146,0.4014034535561129,0.220101249814006,1.031694433157253,46.0,46.0,12.0,4.0
0.4922,7470155632,-1,66869000000000.0,0.976484009,185.031006,713.03699,17.01868,768.67273,66869000000000.0,66964000000000.0,62565000000000.0,46523000000000.0,0.672,0.3303,18200.0,18200.0,10150.0,9891.0,7463.0,5.2774074470524,0.4170612504729628,0.2299416142013339,1.031694433157253,49.0,49.0,13.0,5.0
0.4922,7470154831,-1,83017000000000.0,1.049494995,176.358002,734.81885,25.98172,798.40295,83050000000000.0,83160000000000.0,79233000000000.0,59823000000000.0,0.6863,0.353,-372.0,-372.0,4681.0,14140.0,12010.0,5.9509349340439,0.4492543895103882,0.250313458179105,1.031694433157253,60.0,62.0,13.0,8.0
0.4922,7480134676,-1,57153000000000.0,0.926695007,259.265991,748.21973,1.9446,714.26904,57153000000000.0,57285000000000.0,52822000000000.0,33339000000000.0,0.6702,0.3857,14010.0,14010.0,14520.0,18550.0,18360.0,3.5743022192216003,0.3951365123071658,0.2161760050999654,1.031694433157253,64.0,61.0,11.0,6.0
0.4922,7480171337,-1,60770000000000.0,0.945848022,235.477005,736.02441,38.07155,763.29047,60808000000000.0,60853000000000.0,56114000000000.0,38609000000000.0,0.6821,0.369,16160.0,16160.0,14350.0,15220.0,14750.0,4.0167320031949005,0.4035663618087019,0.2214578392077378,1.031694433157253,61.0,60.0,11.0,1.0
0.4922,7470820138,-1,58639000000000.0,0.934656982,265.981995,722.19489,73.84608,853.47339,58639000000000.0,58729000000000.0,54648000000000.0,34724000000000.0,0.6614,0.4032,12380.0,12380.0,14360.0,22870.0,26160.0,3.5139859072039,0.3986411617572644,0.2183701173866139,1.031694433157253,45.0,45.0,10.0,4.0
0.4922,7470192811,-1,92879000000000.0,1.089508057,430.070007,730.52277,23.17471,858.66418,92879000000000.0,92952000000000.0,88907000000000.0,50002000000000.0,0.7221,0.4215,48320.0,48320.0,46090.0,34610.0,37290.0,2.5333272240954,0.4669184017365124,0.2615646646665107,1.031694433157253,95.0,103.0,15.0,5.0
0.4922,7470823839,-1,67929000000000.0,0.981616028,684.625977,714.82697,98.56432,841.15747,67954000000000.0,67998000000000.0,64233000000000.0,21050000000000.0,0.7855,0.4406,31010.0,31010.0,52080.0,31030.0,34660.0,1.4337989807243,0.4193228567191922,0.2313667413139815,1.031694433157253,48.0,48.0,9.0,3.0
0.4922,7470236558,-1,100100000000000.0,1.117026001,596.762024,702.59601,43.4185,889.53217,100300000000000.0,100290000000000.0,93369000000000.0,47164000000000.0,0.771,0.4032,46450.0,46450.0,37060.0,42160.0,44560.0,1.8718114693571,0.4790805282552429,0.2693389485968511,1.031694433157253,69.0,81.0,18.0,7.0
0.4922,7470236896,-1,90638000000000.0,1.0806719969999998,155.014999,709.56708,60.27811,896.19678,90642000000000.0,90713000000000.0,87752000000000.0,72482000000000.0,0.7599,0.4309,24970.0,24970.0,51520.0,35670.0,36850.0,6.9714027930935005,0.463017397416899,0.2590755998671659,1.031694433157253,62.0,66.0,26.0,8.0
0.4922,7470821732,-1,66024000000000.0,0.972356018,253.975998,718.53607,60.20027,817.60303,66024000000000.0,66140000000000.0,61784000000000.0,40608000000000.0,0.6987,0.3857,-11790.0,-11790.0,-961.6,21960.0,19820.0,3.8285350807047,0.4152414048782809,0.2287956157602132,1.031694433157253,40.0,40.0,7.0,4.0
0.4922,7470237650,-1,63211000000000.0,0.958343018,558.487,723.69189,43.95662,896.77576,63215000000000.0,63325000000000.0,58941000000000.0,27837000000000.0,0.751,0.4505,49020.0,49020.0,44940.0,26890.0,30550.0,1.7159629821285,0.4090700043205197,0.224913549804362,1.031694433157253,48.0,47.0,10.0,2.0
0.4922,7480210393,-1,67831000000000.0,0.981143982,282.5,754.03687,37.49576,843.58734,67959000000000.0,67936000000000.0,63412000000000.0,43741000000000.0,0.7276,0.3857,21250.0,21250.0,23940.0,21020.0,21110.0,3.4730760424778,0.4191147479626232,0.2312355699955475,1.031694433157253,50.0,50.0,8.0,2.0
0.4922,7470828213,-1,63349000000000.0,0.959041992,316.251007,712.54877,87.32358,837.92206,63461000000000.0,63464000000000.0,58920000000000.0,36541000000000.0,0.7108,0.3944,2403.0,2403.0,17330.0,21700.0,22420.0,3.0325341920571,0.4093769644525384,0.2251065343707873,1.031694433157253,62.0,62.0,15.0,3.0
0.4922,7470231577,-1,81787000000000.0,1.0442860109999998,230.388,711.44226,52.77167,919.97711,81857000000000.0,81878000000000.0,77143000000000.0,52179000000000.0,0.6598,0.4032,15350.0,15350.0,21870.0,25500.0,27950.0,4.532727446741999,0.4469558582676114,0.2488530804140807,1.031694433157253,66.0,68.0,16.0,5.0
0.4922,7470272807,-1,81459000000000.0,1.042887939,331.17099,714.7359,30.82968,934.41779,81465000000000.0,81577000000000.0,76053000000000.0,50088000000000.0,0.6319,0.3857,7199.0,7199.0,12590.0,27130.0,23560.0,3.1490920717421003,0.4463390681117371,0.2484613416283052,1.031694433157253,49.0,52.0,11.0,2.0
0.4922,7470234254,-1,67363000000000.0,0.978882019,378.800995,715.04419,44.27991,932.49457,67363000000000.0,67491000000000.0,62058000000000.0,35960000000000.0,0.6862,0.3944,27400.0,27400.0,24790.0,22760.0,22990.0,2.5841590490014,0.4181181584304465,0.2306074819352573,1.031694433157253,69.0,69.0,21.0,5.0
0.4922,7480247713,-1,104170000000000.0,1.1319780270000002,166.399994,741.73157,2.42799,940.10962,104380000000000.0,104390000000000.0,96855000000000.0,74829000000000.0,0.7419,0.3609,30540.0,30540.0,36110.0,26760.0,29930.0,6.8027528113973,0.4856820547866847,0.2735686680000167,1.031694433157253,66.0,81.0,19.0,5.0
0.4922,7470271108,-1,84158000000000.0,1.054281006,256.526001,724.03113,33.99813,943.96051,84164000000000.0,84390000000000.0,75118000000000.0,49596000000000.0,0.668,0.3609,4332.0,4332.0,9450.0,21870.0,23160.0,4.109840725268199,0.4513665982382535,0.2516562049451758,1.031694433157253,48.0,51.0,17.0,9.0
0.4922,7480836241,-1,73523000000000.0,1.0078549799999998,176.533005,789.85779,93.68637,909.94165,73551000000000.0,73606000000000.0,69249000000000.0,52604000000000.0,0.6624,0.369,3136.0,3136.0,14680.0,20080.0,16990.0,5.709158919036099,0.4308881263001758,0.2386691001376885,1.031694433157253,42.0,43.0,10.0,1.0
0.4922,7470231854,-1,100820000000000.0,1.119718994,307.196991,704.7641,58.4034,921.7807,101070000000000.0,101010000000000.0,93990000000000.0,61186000000000.0,0.6723,0.316,25970.0,25970.0,17110.0,14370.0,13580.0,3.644954302303,0.480261341247189,0.270095680660723,1.031694433157253,44.0,52.0,8.0,2.0
0.4922,7470271464,-1,60530000000000.0,0.944596985,244.904999,706.97424,20.25774,946.70013,60582000000000.0,60572000000000.0,57821000000000.0,38489000000000.0,0.6583,0.4032,7771.0,7771.0,13090.0,22400.0,23190.0,3.8569934826034,0.4030173626157992,0.2211132944436908,1.031694433157253,43.0,43.0,14.0,5.0
0.4922,7470272544,-1,58676000000000.0,0.934856995,189.315994,715.42462,58.04618,938.40283,58676000000000.0,58767000000000.0,54789000000000.0,38531000000000.0,0.6382,0.3377,2203.0,2203.0,6405.0,11540.0,11490.0,4.9380772075707,0.3987277209483881,0.2184244567582675,1.031694433157253,39.0,39.0,4.0,2.0
0.4922,7480248988,-1,57471000000000.0,0.928408997,141.783997,736.90088,1.7508,959.41852,57472000000000.0,57535000000000.0,54237000000000.0,42353000000000.0,0.6567,0.316,4017.0,4017.0,6747.0,5479.0,5203.0,6.5480520837623,0.395891487174663,0.2166484080713435,1.031694433157253,34.0,34.0,12.0,8.0
0.4922,7480325900,-1,62887000000000.0,0.956703979,148.156998,797.61401,117.297,100.74969,62889000000000.0,62946000000000.0,60328000000000.0,47758000000000.0,0.7248,0.353,13210.0,13210.0,20800.0,15440.0,15410.0,6.4573661177989,0.4083476575497829,0.2244596865414872,1.031694433157253,47.0,47.0,14.0,3.0
0.4922,7480910974,-1,53712000000000.0,0.907708984,220.940002,749.82574,134.50754,25.17864,53722000000000.0,53739000000000.0,52238000000000.0,40274000000000.0,0.7227,0.4309,12090.0,12090.0,27320.0,26630.0,30200.0,4.1083958349923,0.3867839405080378,0.2109566968188964,1.031694433157253,54.0,54.0,16.0,5.0
0.4922,7480951923,-1,75743000000000.0,1.017900024,996.312988,793.25916,154.23653,96.79241,75745000000000.0,75942000000000.0,65720000000000.0,14432000000000.0,0.9927,0.4406,44370.0,44370.0,65510.0,35820.0,40900.0,1.0216669222021,0.4353168900291949,0.2414717410875014,1.031694433157253,71.0,71.0,17.0,5.0
0.4922,7480912313,-1,101350000000000.0,1.1216660159999998,229.190002,776.20038,180.17441,2.4167,101350000000000.0,101470000000000.0,96146000000000.0,70930000000000.0,0.7498,0.4123,32100.0,32100.0,42920.0,40580.0,38470.0,4.8940442698717,0.4811266480873981,0.2706494397298761,1.031694433157253,81.0,88.0,22.0,7.0
0.4922,7480911737,-1,76056000000000.0,1.019301025,192.087006,786.41058,132.22421,27.58134,76056000000000.0,76245000000000.0,69800000000000.0,49770000000000.0,0.6619,0.3023,9310.0,9310.0,3771.0,5366.0,4449.0,5.306454852026699,0.435934395443298,0.2418628053471898,1.031694433157253,38.0,40.0,5.0,1.0
0.4922,7480287072,-1,55434000000000.0,0.917307983,187.041,744.5639,112.85777,1.50123,55434000000000.0,55541000000000.0,50777000000000.0,35053000000000.0,0.6045,0.3609,-887.0,-887.0,1733.0,10840.0,8521.0,4.9043150058008,0.3910065716955689,0.2135935090322883,1.031694433157253,24.0,24.0,4.0,1.0
0.4922,7470948527,-1,72618000000000.0,1.003703003,261.509003,705.49908,148.21648,8.52351,72782000000000.0,72711000000000.0,69454000000000.0,50863000000000.0,0.8199,0.4309,77750.0,77750.0,44660.0,29320.0,33350.0,3.8381202615804,0.4290574173387963,0.2375116117811399,1.031694433157253,63.0,63.0,19.0,6.0
0.4922,7480913176,-1,71272000000000.0,0.997463989,300.052002,764.30591,144.19321,35.99763,71272000000000.0,71394000000000.0,66288000000000.0,42918000000000.0,0.8274,0.4215,66060.0,66060.0,36700.0,25410.0,26430.0,3.3243037285250003,0.4263065820543264,0.2357734897286656,1.031694433157253,68.0,68.0,10.0,4.0
0.4922,7470938217,-1,69199000000000.0,0.987697998,257.027008,722.49933,133.70181,45.48461,69201000000000.0,69338000000000.0,63873000000000.0,42984000000000.0,0.6707,0.3773,475.0,475.0,8973.0,19690.0,20930.0,3.8427790358902,0.4220021137817477,0.2330563666908656,1.031694433157253,47.0,47.0,15.0,4.0
0.4922,7470939607,-1,59735000000000.0,0.94044397,200.365005,706.63568,132.27797,6.76045,59756000000000.0,59787000000000.0,57315000000000.0,42954000000000.0,0.6957,0.4032,13530.0,13530.0,18010.0,25530.0,27880.0,4.6936538144472,0.4011886906721265,0.2199665661338708,1.031694433157253,44.0,44.0,16.0,4.0
0.4922,7481028884,-1,70893000000000.0,0.995690979,237.505997,765.98053,156.76849,181.17932,70921000000000.0,70982000000000.0,65833000000000.0,43521000000000.0,0.7339,0.353,13290.0,13290.0,21900.0,18300.0,18720.0,4.1922772122676,0.4255258108194714,0.2352803330840933,1.031694433157253,57.0,57.0,10.0,5.0
0.4922,7481029087,-1,59736000000000.0,0.940452026,188.257996,761.81384,153.33826,182.41621,59736000000000.0,59879000000000.0,54538000000000.0,38013000000000.0,0.6643,0.316,1448.0,1448.0,11760.0,12440.0,13310.0,4.9955489061936,0.401191039241107,0.2199681326861969,1.031694433157253,48.0,48.0,8.0,1.0
0.4922,7480950821,-1,74540000000000.0,1.012482971,281.927002,779.20831,160.19136,115.56609,75022000000000.0,74826000000000.0,64234000000000.0,41709000000000.0,0.7462,0.3609,72040.0,72040.0,24560.0,18920.0,19860.0,3.5912947813349,0.4329277914947697,0.2399594830220918,1.031694433157253,56.0,58.0,7.0,1.0
0.4922,7481029519,-1,67281000000000.0,0.978487976,248.026001,786.65784,127.9847,180.84598,67382000000000.0,67453000000000.0,60168000000000.0,43445000000000.0,0.7116,0.3609,13480.0,13480.0,13090.0,16800.0,15450.0,3.9451024169034,0.4179431179218888,0.2304972967296357,1.031694433157253,57.0,56.0,20.0,5.0
0.4922,7481027388,-1,102180000000000.0,1.1247120359999998,404.022003,774.93225,135.55757,155.41519,102320000000000.0,102500000000000.0,89045000000000.0,56319000000000.0,0.7217,0.353,21560.0,21560.0,20200.0,21410.0,19860.0,2.7837890700225,0.4824759076324192,0.2715134759442244,1.031694433157253,52.0,73.0,8.0,2.0
0.4922,7480991676,-1,64507000000000.0,0.964848999,353.154999,783.44611,162.38504,121.13596,64538000000000.0,64597000000000.0,60094000000000.0,39085000000000.0,0.7233,0.4215,26140.0,26140.0,32850.0,22850.0,24540.0,2.7320836508957,0.4119353017917608,0.2267150226485751,1.031694433157253,60.0,60.0,10.0,2.0
0.4922,7470348866,-1,67052000000000.0,0.977377014,262.321014,717.8689,120.84406,113.33692,67060000000000.0,67161000000000.0,60996000000000.0,42891000000000.0,0.6572,0.353,15410.0,15410.0,9177.0,13140.0,13190.0,3.72588150334,0.4174534200401253,0.230188773509738,1.031694433157253,35.0,35.0,9.0,2.0
0.4922,7480953601,-1,60736000000000.0,0.94566803,233.809998,775.68475,123.75611,117.12466,60754000000000.0,60787000000000.0,58344000000000.0,42219000000000.0,0.7063,0.4309,29620.0,29620.0,31900.0,24600.0,28010.0,4.0446004794029,0.4034886336066724,0.2214089550246241,1.031694433157253,70.0,70.0,13.0,5.0
0.4922,7471095482,-1,98923000000000.0,1.112645996,285.404999,716.75122,160.01791,267.73154,99223000000000.0,99008000000000.0,95169000000000.0,65196000000000.0,0.7369,0.4123,42200.0,42200.0,45300.0,33390.0,35830.0,3.8984811054413,0.477138743281898,0.2680966647033552,1.031694433157253,70.0,75.0,19.0,6.0
0.4922,7471096942,-1,59769000000000.0,0.940625,414.449005,723.0116,169.65233,276.13367,62673000000000.0,59828000000000.0,55551000000000.0,32393000000000.0,0.9436,0.4309,58490.0,58490.0,33330.0,27560.0,28940.0,2.2695795831383,0.4012672615618506,0.2200159125797538,1.031694433157253,65.0,64.0,15.0,9.0
0.4922,7471097739,-1,63251000000000.0,0.958547974,236.376999,701.84882,145.88882,298.98706,63390000000000.0,63296000000000.0,61052000000000.0,43122000000000.0,0.7362,0.4215,19040.0,19040.0,35360.0,26090.0,27960.0,4.0551660189238,0.4091590542228705,0.2249696087780248,1.031694433157253,73.0,73.0,26.0,8.0
0.4922,7481068277,-1,107680000000000.0,1.14454895,270.39801,787.77124,135.76634,302.14999,107680000000000.0,107970000000000.0,96825000000000.0,64809000000000.0,0.6958,0.3377,57630.0,57630.0,23300.0,21370.0,16590.0,4.2328305226802,0.49123962397476,0.2771338986741715,1.031694433157253,43.0,61.0,10.0,4.0
0.4922,7471803351,-1,84955000000000.0,1.0575970460000002,191.358994,703.46869,183.78275,393.32394,85045000000000.0,85014000000000.0,81774000000000.0,59825000000000.0,0.7232,0.4215,46080.0,46080.0,45290.0,36520.0,39010.0,5.5267694707885004,0.4528307888289585,0.2525873840517354,1.031694433157253,59.0,62.0,23.0,10.0
0.4922,7471761409,-1,82257000000000.0,1.0462810059999998,156.384995,708.71979,192.38043,355.67529,82257000000000.0,82417000000000.0,75740000000000.0,57028000000000.0,0.6844,0.2767,22510.0,22510.0,19600.0,14550.0,15100.0,6.6904181312279,0.4478368121482946,0.2494126428166286,1.031694433157253,37.0,39.0,13.0,4.0
0.4922,7471802710,-1,54803000000000.0,0.913815979,255.223007,700.81824,195.33533,392.74686,54806000000000.0,54847000000000.0,52215000000000.0,32308000000000.0,0.6623,0.4123,11880.0,11880.0,17410.0,19460.0,22270.0,3.5804608281258,0.3894694530462436,0.212633299961113,1.031694433157253,40.0,40.0,12.0,6.0
0.4922,7481693100,-1,69098000000000.0,0.987218018,178.395004,780.59155,196.54697,312.49744,69100000000000.0,69180000000000.0,65568000000000.0,47520000000000.0,0.6589,0.316,10430.0,10430.0,8596.0,6673.0,5720.0,5.5338882584402,0.4217902445455086,0.2329227403983287,1.031694433157253,45.0,45.0,8.0,3.0
0.4922,7481145084,-1,87774000000000.0,1.069170044,327.639008,763.73718,184.12256,386.29489,87774000000000.0,87908000000000.0,82689000000000.0,51633000000000.0,0.6309,0.4032,4040.0,4040.0,12340.0,35750.0,38120.0,3.2632562603778,0.4579381984875399,0.2558384974235631,1.031694433157253,35.0,40.0,9.0,4.0
0.4922,7480562052,-1,73560000000000.0,1.008026978,222.975998,760.42084,111.59286,471.43039,73593000000000.0,73688000000000.0,68892000000000.0,47816000000000.0,0.6793,0.369,14820.0,14820.0,13440.0,18860.0,16960.0,4.5207869324123,0.4309626958813498,0.2387163600301646,1.031694433157253,73.0,73.0,21.0,6.0
0.4922,7470545943,-1,90334000000000.0,1.0794620359999998,222.671005,713.26306,115.67648,425.94418,90341000000000.0,90502000000000.0,83630000000000.0,59107000000000.0,0.7108,0.369,42490.0,42490.0,30640.0,23590.0,24000.0,4.847788943154,0.4624833261445646,0.2587350086822628,1.031694433157253,77.0,83.0,20.0,7.0
0.4922,7471172667,-1,69235000000000.0,0.987869995,366.877014,726.64417,148.26093,460.04376,69235000000000.0,69506000000000.0,59584000000000.0,35380000000000.0,0.66,0.3773,40140.0,40140.0,19540.0,19550.0,19410.0,2.6926461928737,0.4220775960820053,0.2331040099743651,1.031694433157253,63.0,62.0,7.0,3.0
0.4922,7481184154,-1,58976000000000.0,0.936445007,573.094971,766.55469,173.69502,486.23538,58996000000000.0,59093000000000.0,54342000000000.0,28430000000000.0,0.8244,0.4123,-5671.0,-5671.0,6576.0,23980.0,25220.0,1.634013652861,0.3994278096799002,0.2188629805366196,1.031694433157253,35.0,33.0,5.0,1.0
0.4922,7470546747,-1,68389000000000.0,0.983830017,197.856003,711.35565,117.93648,409.72748,68489000000000.0,68443000000000.0,65728000000000.0,48932000000000.0,0.7139,0.4123,0.0,0.0,21390.0,32370.0,30100.0,4.9724547250658,0.4202971139176963,0.231981068321674,1.031694433157253,45.0,45.0,14.0,9.0
0.4922,7480562502,-1,60694000000000.0,0.945450012,328.174988,765.00507,106.58212,475.81152,61222000000000.0,60781000000000.0,55917000000000.0,32818000000000.0,0.7564,0.4123,59790.0,59790.0,26490.0,20720.0,22300.0,2.8809325712537,0.4033926369516139,0.2213487313581827,1.031694433157253,54.0,54.0,10.0,2.0
0.4922,7481223007,-1,86594000000000.0,1.064355957,277.734009,776.90393,154.7142,569.9635,86915000000000.0,86715000000000.0,81232000000000.0,54832000000000.0,0.7083,0.3857,33490.0,33490.0,22290.0,30160.0,24670.0,3.8322852891955,0.4558136547316453,0.2544856080533537,1.031694433157253,71.0,74.0,17.0,7.0
0.4922,7471213315,-1,78519000000000.0,1.030187012,169.432007,720.95233,159.68031,509.3465,78519000000000.0,78605000000000.0,73780000000000.0,56998000000000.0,0.6862,0.3303,17730.0,17730.0,25730.0,14150.0,16370.0,6.0802384994471,0.4407359503243231,0.2449056213326826,1.031694433157253,57.0,60.0,9.0,3.0
0.4922,7480645099,-1,68398000000000.0,0.983872986,231.341995,736.47852,122.93462,589.0058,68413000000000.0,68517000000000.0,63658000000000.0,43806000000000.0,0.7016,0.3773,-5694.0,-5694.0,4043.0,21480.0,15620.0,4.2528940152003,0.4203161289438039,0.2319930517941438,1.031694433157253,42.0,42.0,9.0,2.0
